ID,Court Number 1,Court Number 2,Court Number 3,Court Number 4,Case Type,Jury Sworn Date,Trial End Date,Co-Defendant,Trial Length Days,Convicted,Concluded,Trial Outcome,Crime Description
256,14012958,,,,Misdemeanor,2015/03/18,2015/03/23,N,5,Not Convicted,Concluded,Not Convicted,Stay Away Violati
257,15000870,,,,Misdemeanor,2015/03/19,2015/03/24,N,5,Not Convicted,Concluded,Not Convicted,Domestic Violence
258,14033118,,,,Felony,2015/03/18,2015/03/24,N,6,Convicted,Concluded,Convicted,Robbery 2nd Degre
259,15003108,,,,Misdemeanor,2015/03/18,2015/03/26,N,8,Not Convicted,Not Concluded,Mistrial,Assault-Misdemean
260,2466226,,,,Misdemeanor,2015/03/19,2015/03/26,N,7,Convicted,Concluded,Convicted,DUI
261,14014329,,,,Misdemeanor,2015/03/30,2015/03/30,N,0,Convicted,Concluded,Convicted,Vandalism
262,11005686,,,,Felony,2015/02/19,2015/04/01,N,41,Not Convicted,Concluded,Not Convicted,Homicide
263,14024825,,,,Misdemeanor,2015/04/02,2015/04/03,N,1,Not Convicted,Not Concluded,Mistrial,Domestic Violence
264,12021450,,,,Misdemeanor,2015/04/02,2015/04/07,N,5,Convicted,Concluded,Convicted,Resist/Obstruct/D
265,11031974,,,,Felony,2015/03/16,2015/04/07,N,22,Convicted,Concluded,Convicted,Homicide
266,14014605,,,,Felony,2015/03/18,2015/04/07,N,20,Convicted,Concluded,Convicted,Burglary-Resident
267,15001451,,,,Misdemeanor,2015/04/07,2015/04/09,N,2,Convicted,Concluded,Convicted,Weapons- Non-Gun
268,2481098,,,,Misdemeanor,2015/04/07,2015/04/10,N,3,Convicted,Concluded,Convicted,DUI
269,14030282,,,,Felony,2015/03/12,2015/04/13,Y,32,Convicted,Concluded,Convicted,Robbery 2nd Degre
270,14030279,,,,Felony,2015/03/12,2015/04/13,Y,32,Convicted,Concluded,Convicted,Robbery 2nd Degre
271,14030283,,,,Felony,2015/03/12,2015/04/13,Y,32,Convicted,Concluded,Convicted,Robbery 2nd Degre
272,13012696,,,,Misdemeanor,2015/04/08,2015/04/13,N,5,Convicted,Concluded,Convicted,DUI
273,14031702,,,,Felony,2015/04/13,2015/04/20,Y,7,Convicted,Concluded,Convicted,Robbery 2nd Degre
274,15001974,,,,Misdemeanor,2015/04/14,2015/04/20,N,6,Not Convicted,Concluded,Not Convicted,Assault-Misdemean
275,14031701,,,,Felony,2015/04/13,2015/04/20,Y,7,Convicted,Concluded,Convicted,Robbery 1st Degre
276,12020205,,,,Felony,2015/04/01,2015/04/23,N,22,Convicted,Concluded,Convicted,Gun-Felony
277,15001864,,,,Misdemeanor,2015/04/21,2015/04/23,N,2,Convicted,Concluded,Convicted,Indecent Exposure
278,14026021,,,,Felony,2015/04/27,2015/04/27,N,0,Not Convicted,Not Concluded,Mistrial,Burglary-Resident
279,13000104,,,,Felony,2015/03/25,2015/04/27,N,33,Convicted,Concluded,Convicted,Homicide
280,14020902,,,,Misdemeanor,2015/04/24,2015/04/28,N,4,Convicted,Concluded,Convicted,Vandalism
281,15000044,,,,Misdemeanor,2015/04/28,2015/04/29,N,1,Convicted,Concluded,Convicted,DUI
282,14026884,,,,Misdemeanor,2015/04/27,2015/04/30,N,3,Convicted,Concluded,Convicted,Assault-Misdemean
284,15000249,,,,Misdemeanor,2015/04/28,2015/05/06,N,8,Convicted,Concluded,Convicted,DUI
285,14015885,,,,Felony,2015/04/28,2015/05/06,N,8,Not Convicted,Not Concluded,Mistrial,DUI
286,14032919,,,,Misdemeanor,2015/05/01,2015/05/06,N,5,Convicted,Concluded,Convicted,DUI
287,15000867,,,,Misdemeanor,2015/04/30,2015/05/07,N,7,Convicted,Concluded,Convicted,DUI
288,12009276,,,,Misdemeanor,2015/05/04,2015/05/07,N,3,Convicted,Concluded,Convicted,DUI
289,15000801,,,,Misdemeanor,2015/05/01,2015/05/08,N,7,Convicted,Concluded,Convicted,DUI
290,15006543,,,,Misdemeanor,2015/05/05,2015/05/11,N,6,Convicted,Concluded,Convicted,Theft- Non-Auto
291,14031740,,,,Felony,2015/04/21,2015/05/11,N,20,Not Convicted,Not Concluded,Mistrial,Burglary-Resident
292,12006233,,,,Misdemeanor,2015/05/07,2015/05/13,N,6,Convicted,Concluded,Convicted,DUI
293,14033094,,,,Misdemeanor,2015/05/11,2015/05/14,N,3,Convicted,Concluded,Convicted,DUI
294,15002943,,,,Felony,2015/05/07,2015/05/15,N,8,Convicted,Concluded,Convicted,Assault-Felony
295,14033139,,,,Misdemeanor,2015/05/13,2015/05/20,N,7,Convicted,Concluded,Convicted,DUI
296,14030385,,,,Misdemeanor,2015/05/14,2015/05/20,N,6,Convicted,Concluded,Convicted,Sexual Assault
297,14032766,,,,Felony,2015/05/19,2015/05/22,N,3,Not Convicted,Not Concluded,Mistrial,Robbery 2nd Degre
298,15002574,,,,Misdemeanor,2015/05/20,2015/05/22,N,2,Convicted,Concluded,Convicted,Weapons- Non-Gun
299,15006856,,,,Misdemeanor,2015/05/22,2015/05/28,N,6,Convicted,Concluded,Convicted,DUI
300,11012279,,,,Felony,2015/05/20,2015/05/28,N,8,Convicted,Concluded,Convicted,Assault-Felony
301,14030842,,,,Misdemeanor,2015/05/27,2015/05/29,N,2,Convicted,Concluded,Convicted,Assault-Misdemean
302,15000343,,,,Felony,2015/05/28,2015/06/01,N,4,Convicted,Concluded,Convicted,Vandalism
303,14026662,,,,Felony,2015/05/27,2015/06/02,N,6,Convicted,Concluded,Convicted,Assault-Felony
304,15009741,,,,Misdemeanor,2015/05/29,2015/06/03,N,5,Convicted,Concluded,Convicted,Stay Away Violati
305,15008706,,,,Misdemeanor,2015/06/02,2015/06/04,N,2,Not Convicted,Concluded,Not Convicted,Assault-Misdemean
306,14026056,15003402,15011155,,Misdemeanor,2015/06/05,2015/06/09,N,4,Convicted,Concluded,Convicted,Stay Away Violati
307,14012736,,,,Misdemeanor,2015/06/08,2015/06/09,N,1,Not Convicted,Concluded,Not Convicted,Narcotics
308,12007000,,,,Felony,2015/05/19,2015/06/10,N,22,Convicted,Concluded,Convicted,Homicide
309,14029665,,,,Felony,2015/06/08,2015/06/10,N,2,Convicted,Concluded,Convicted,Robbery 2nd Degre
310,13030754,,,,Felony,2015/05/28,2015/06/10,N,13,Convicted,Concluded,Convicted,Domestic Violence
311,14031797,,,,Misdemeanor,2015/06/09,2015/06/11,N,2,Convicted,Concluded,Convicted,DUI
312,15005716,,,,Misdemeanor,2015/06/09,2015/06/12,N,3,Convicted,Concluded,Convicted,Weapons- Non-Gun
313,2477208,,,,Misdemeanor,2015/06/04,2015/06/12,N,8,Convicted,Concluded,Convicted,Gun-Misdemeanor
314,14018388,,,,Misdemeanor,2015/06/05,2015/06/12,N,7,Not Convicted,Not Concluded,Mistrial,DUI
315,15008030,,,,Misdemeanor,2015/06/09,2015/06/15,N,6,Convicted,Concluded,Convicted,Stay Away Violati
316,2485646,,,,Misdemeanor,2015/06/09,2015/06/15,N,6,Convicted,Concluded,Convicted,Indecent Exposure
317,14032840,,,,Misdemeanor,2015/06/10,2015/06/17,N,7,Convicted,Concluded,Convicted,DUI
318,2482911,,,,Misdemeanor,2015/06/15,2015/06/18,N,3,Not Convicted,Not Concluded,Mistrial,DUI
319,15003207,,,,Felony,2015/05/28,2015/06/18,N,21,Convicted,Concluded,Convicted,Assault-Felony
320,2485412,,,,Misdemeanor,2015/06/15,2015/06/18,N,3,Convicted,Concluded,Convicted,Indecent Exposure
321,10029515,,,,Felony,2015/06/01,2015/06/18,N,17,Convicted,Concluded,Convicted,NA
322,15005028,,,,Misdemeanor,2015/06/18,2015/06/19,N,1,Not Convicted,Concluded,Not Convicted,Vandalism
323,14009356,,,,Felony,2015/06/18,2015/06/23,N,5,Convicted,Concluded,Convicted,Robbery 2nd Degre
324,14029368,,,,Misdemeanor,2015/06/17,2015/06/23,N,6,Convicted,Concluded,Convicted,DUI
325,2475743,,,,Misdemeanor,2015/06/16,2015/06/24,N,8,Convicted,Concluded,Convicted,Assault-Misdemean
326,15006799,,,,Misdemeanor,2015/06/23,2015/06/26,N,3,Convicted,Concluded,Convicted,DUI
327,15005524,,,,Misdemeanor,2015/06/24,2015/06/26,N,2,Not Convicted,Not Concluded,Mistrial,Weapons- Non-Gun
328,15011228,,,,Misdemeanor,2015/06/19,2015/06/26,N,7,Convicted,Concluded,Convicted,Resist/Obstruct/D
329,15002007,,,,Misdemeanor,2015/06/25,2015/06/30,N,5,Convicted,Concluded,Convicted,Threats
330,14031390,,,,Felony,2015/06/10,2015/07/02,Y,22,Convicted,Concluded,Convicted,Homicide
331,14031395,,,,Felony,2015/06/10,2015/07/02,Y,22,Not Convicted,Not Concluded,Mistrial,Homicide
332,14020297,,,,Felony,2015/06/29,2015/07/02,N,3,Convicted,Concluded,Convicted,Auto Theft
333,2484681,,,,Misdemeanor,2015/06/26,2015/07/02,N,6,Convicted,Concluded,Convicted,DUI
334,15000843,,,,Felony,2015/06/22,2015/07/06,N,14,Not Convicted,Not Concluded,Mistrial,Domestic Violence
335,14022126,,,,Felony,2015/06/25,2015/07/08,N,13,Not Convicted,Concluded,Not Convicted,Child Endangermen
336,14029419,,,,Misdemeanor,2015/07/06,2015/07/09,N,3,Convicted,Concluded,Convicted,Assault-Misdemean
337,15002464,,,,Misdemeanor,2015/07/06,2015/07/09,N,3,Convicted,Concluded,Convicted,DUI
338,14032969,,,,Misdemeanor,2015/07/07,2015/07/10,N,3,Convicted,Concluded,Convicted,Assault-Misdemean
339,14017329,,,,Felony,2015/07/08,2015/07/14,N,6,Convicted,Concluded,Convicted,Gun-Felony
340,2485661,,,,Misdemeanor,2015/07/07,2015/07/14,N,7,Convicted,Concluded,Convicted,Assault-Misdemean
341,15002346,,,,Felony,2015/06/24,2015/07/15,N,21,Not Convicted,Not Concluded,Mistrial,Attempted Homicid
342,13029487,,,,Misdemeanor,2015/07/10,2015/07/15,N,5,Convicted,Concluded,Convicted,Gun-Misdemeanor
343,15012120,,,,Misdemeanor,2015/07/13,2015/07/16,N,3,Convicted,Concluded,Convicted,Assault-Misdemean
344,15005739,,,,Felony,2015/07/07,2015/07/20,N,13,Convicted,Concluded,Convicted,Burglary-Resident
345,10035391,,,,Felony,2015/06/18,2015/07/20,N,32,Convicted,Concluded,Convicted,NA
346,15005064,,,,Felony,2015/07/01,2015/07/21,N,20,Convicted,Concluded,Convicted,Attempted Homicid
347,15008984,,,,Misdemeanor,2015/07/22,2015/07/24,N,2,Not Convicted,Not Concluded,Mistrial,Indecent Exposure
348,2484404,,,,Misdemeanor,2015/07/22,2015/07/27,N,5,Convicted,Concluded,Convicted,DUI
349,15010087,,,,Felony,2015/07/23,2015/07/27,N,4,Convicted,Concluded,Convicted,Threats
350,14006481,,,,Felony,2015/07/14,2015/07/27,N,13,Convicted,Concluded,Convicted,Sexual Assault
351,15000984,,,,Felony,2015/07/24,2015/07/30,Y,6,Convicted,Concluded,Convicted,Burglary-Commerci
352,15007721,15012190,,,Misdemeanor,2015/07/27,2015/07/30,N,3,Convicted,Concluded,Convicted,Other-Misdemeanor
353,2482034,,,,Misdemeanor,2015/07/29,2015/07/31,N,2,Convicted,Concluded,Convicted,DUI
354,15000986,,,,Felony,2015/07/24,2015/07/31,Y,7,Convicted,Concluded,Convicted,Burglary-Commerci
355,15011409,,,,Misdemeanor,2015/07/28,2015/08/04,N,7,Convicted,Concluded,Convicted,Assault-Misdemean
356,14032274,,,,Felony,2015/07/21,2015/08/04,N,14,Convicted,Concluded,Convicted,Justice Integrity
357,14010258,,,,Misdemeanor,2015/07/31,2015/08/07,N,7,Convicted,Concluded,Convicted,DUI
358,14029533,,,,Misdemeanor,2015/08/05,2015/08/10,N,5,Convicted,Concluded,Convicted,DUI
359,15002262,,,,Misdemeanor,2015/08/05,2015/08/11,N,6,Not Convicted,Concluded,Not Convicted,Weapons- Non-Gun
360,15007298,,,,Felony,2015/08/05,2015/08/12,N,7,Convicted,Concluded,Convicted,Burglary-Auto
361,14017474,,,,Misdemeanor,2015/08/06,2015/08/13,N,7,Convicted,Concluded,Convicted,DUI with Injury
362,15014118,,,,Misdemeanor,2015/08/11,2015/08/13,N,2,Convicted,Concluded,Convicted,Theft- Non-Auto
363,15007174,,,,Felony,2015/08/03,2015/08/14,N,11,Convicted,Concluded,Convicted,Attempted Homicid
364,14022275,,,,Felony,2015/08/06,2015/08/17,N,11,Not Convicted,Not Concluded,Mistrial,Robbery 2nd Degre
365,2481997,,,,Misdemeanor,2015/08/17,2015/08/18,N,1,Not Convicted,Concluded,Not Convicted,Assault-Misdemean
366,15015109,,,,Misdemeanor,2015/08/12,2015/08/19,N,7,Not Convicted,Not Concluded,Mistrial,Assault-Misdemean
367,14032830,,,,Misdemeanor,2015/08/17,2015/08/20,N,3,Convicted,Concluded,Convicted,Gun-Misdemeanor
368,13032159,,,,Misdemeanor,2015/08/13,2015/08/21,N,8,Convicted,Concluded,Convicted,Theft- Non-Auto
369,14031740,,,,Felony,2015/08/11,2015/08/24,N,13,Convicted,Concluded,Convicted,Burglary-Resident
370,15007133,,,,Misdemeanor,2015/08/20,2015/08/25,N,5,Convicted,Concluded,Convicted,Assault-Misdemean
371,11002520,,,,Felony,2015/08/10,2015/08/25,N,15,Convicted,Concluded,Convicted,Homicide
372,15009646,,,,Misdemeanor,2015/08/20,2015/08/26,N,6,Not Convicted,Not Concluded,Mistrial,DUI
373,15011423,,,,Misdemeanor,2015/08/26,2015/08/31,N,5,Convicted,Concluded,Convicted,Assault-Misdemean
374,15005688,,,,Misdemeanor,2015/08/28,2015/09/02,N,5,Convicted,Concluded,Convicted,DUI
375,15015705,,,,Misdemeanor,2015/09/01,2015/09/02,N,1,Convicted,Concluded,Convicted,Stay Away Violati
376,15001925,,,,Misdemeanor,2015/09/02,2015/09/04,N,2,Convicted,Concluded,Convicted,Domestic Violence
377,14029225,,,,Misdemeanor,2015/09/02,2015/09/04,N,2,Not Convicted,Not Concluded,Mistrial,Gun-Misdemeanor
378,15012270,,,,Misdemeanor,2015/09/01,2015/09/08,N,7,Convicted,Concluded,Convicted,Assault-Misdemean
379,15012027,,,,Felony,2015/08/25,2015/09/08,N,14,Convicted,Concluded,Convicted,Burglary-Resident
380,14010888,,,,Felony,2015/08/26,2015/09/08,N,13,Convicted,Concluded,Convicted,Auto Theft
381,15008815,,,,Felony,2015/08/25,2015/09/08,N,14,Convicted,Concluded,Convicted,Child Physical Ab
382,14017346,,,,Misdemeanor,2015/09/08,2015/09/10,N,2,Not Convicted,Not Concluded,Mistrial,Evading
383,15000524,,,,Misdemeanor,2015/09/08,2015/09/14,N,6,Not Convicted,Concluded,Not Convicted,Assault-Misdemean
384,14030772,,,,Misdemeanor,2015/09/02,2015/09/14,N,12,Convicted,Concluded,Convicted,DUI
385,15008709,,,,Misdemeanor,2015/09/10,2015/09/14,N,4,Convicted,Concluded,Convicted,Assault-Misdemean
387,14027242,,,,Felony,2015/08/19,2015/09/16,N,28,Not Convicted,Not Concluded,Mistrial,Robbery 2nd Degre
388,15006968,,,,Misdemeanor,2015/09/02,2015/09/17,N,15,Convicted,Concluded,Convicted,DUI
389,15003095,,,,Misdemeanor,2015/09/09,2015/09/17,N,8,Convicted,Concluded,Convicted,DUI
390,14025810,,,,Felony,2015/09/15,2015/09/17,Y,2,Convicted,Concluded,Convicted,Robbery 2nd Degre
391,15008952,,,,Felony,2015/09/15,2015/09/21,N,6,Convicted,Concluded,Convicted,Robbery 2nd Degre
392,14030690,,,,Misdemeanor,2015/09/09,2015/09/21,N,12,Convicted,Concluded,Convicted,Domestic Violence
393,14020257,,,,Misdemeanor,2015/09/18,2015/09/21,N,3,Not Convicted,Not Concluded,Mistrial,DUI
394,14026102,,,,Felony,2015/09/14,2015/09/22,N,8,Convicted,Concluded,Convicted,Burglary-Resident
395,15014669,,,,Misdemeanor,2015/09/16,2015/09/22,N,6,Convicted,Concluded,Convicted,Assault-Misdemean
396,15014722,,,,Misdemeanor,2015/09/18,2015/09/23,N,5,Convicted,Concluded,Convicted,DUI
397,14022947,,,,Felony,2015/09/10,2015/09/23,N,13,Convicted,Concluded,Convicted,Sexual Assault
398,15013094,,,,Felony,2015/09/15,2015/09/23,N,8,Convicted,Concluded,Convicted,Robbery 2nd Degre
399,14024581,,,,Misdemeanor,2015/09/22,2015/09/25,N,3,Convicted,Concluded,Convicted,Weapons- Non-Gun
400,14015723,,,,Misdemeanor,2015/09/25,2015/09/29,N,4,Convicted,Concluded,Convicted,DUI
401,14011707,,,,Felony,2015/09/23,2015/09/29,N,6,Not Convicted,Concluded,Not Convicted,Sexual Assault
402,14025817,,,,Felony,2015/09/15,2015/10/01,Y,16,Convicted,Concluded,Convicted,Robbery 2nd Degre
403,15013749,,,,Felony,2015/09/15,2015/10/01,N,16,Not Convicted,Not Concluded,Mistrial,Burglary-Auto
404,13033394,,,,Misdemeanor,2015/09/28,2015/10/01,N,3,Convicted,Concluded,Convicted,DUI
405,15016270,,,,Misdemeanor,2015/09/28,2015/10/01,N,3,Convicted,Concluded,Convicted,DUI
406,15013434,,,,Misdemeanor,2015/09/24,2015/10/02,N,8,Convicted,Concluded,Convicted,DUI
407,11033937,,,,Felony,2015/07/27,2015/10/05,N,70,Convicted,Concluded,Convicted,Other-Felony
408,15014436,,,,Felony,2015/09/29,2015/10/05,N,6,Convicted,Concluded,Convicted,DUI
409,15001893,,,,Misdemeanor,2015/09/28,2015/10/05,N,7,Not Convicted,Not Concluded,Mistrial,DUI
410,13036006,,,,Misdemeanor,2015/10/01,2015/10/07,N,6,Convicted,Concluded,Convicted,DUI
411,15002145,,,,Misdemeanor,2015/10/05,2015/10/08,N,3,Not Convicted,Concluded,Not Convicted,DUI
412,13031012,,,,Misdemeanor,2015/10/07,2015/10/13,N,6,Not Convicted,Concluded,Not Convicted,DUI
413,14020257,,,,Misdemeanor,2015/10/06,2015/10/13,N,7,Convicted,Concluded,Convicted,DUI
414,14022258,,,,Misdemeanor,2015/10/08,2015/10/14,N,6,Convicted,Concluded,Convicted,DUI
415,15020066,,,,Misdemeanor,2015/10/14,2015/10/16,N,2,Not Convicted,Not Concluded,Mistrial,Other-Misdemeanor
416,2486624,,,,Misdemeanor,2015/10/12,2015/10/16,N,4,Not Convicted,Concluded,Not Convicted,DUI
417,15019837,15013919,,,Felony,2015/09/29,2015/10/19,N,20,Convicted,Concluded,Convicted,Theft-Non Auto
418,14031657,,,,Misdemeanor,2015/10/13,2015/10/20,N,7,Not Convicted,Not Concluded,Mistrial,DUI
419,15016281,,,,Felony,2015/10/15,2015/10/20,N,5,Not Convicted,Concluded,Not Convicted,Assault-Felony
420,15011984,,,,Felony,2015/10/19,2015/10/21,N,2,Not Convicted,Concluded,Not Convicted,Assault-Felony
421,15009083,,,,Felony,2015/10/20,2015/10/21,N,1,Convicted,Concluded,Convicted,Theft-Non Auto
422,15008872,,,,Misdemeanor,2015/10/15,2015/10/22,N,7,Convicted,Concluded,Convicted,DUI
423,15011755,,,,Felony,2015/10/15,2015/10/23,N,8,Convicted,Concluded,Convicted,Burglary-Resident
424,15007890,,,,Misdemeanor,2015/10/21,2015/10/28,N,7,Convicted,Concluded,Convicted,DUI
425,2487749,,,,Misdemeanor,2015/10/19,2015/10/28,N,9,Convicted,Concluded,Convicted,Assault-Misdemean
426,15007032,,,,Felony,2015/10/22,2015/10/29,N,7,Not Convicted,Not Concluded,Mistrial,Burglary-Commerci
427,15016092,,,,Misdemeanor,2015/10/20,2015/10/30,N,10,Convicted,Concluded,Convicted,Assault-Misdemean
428,15009636,,,,Misdemeanor,2015/10/29,2015/11/04,N,6,Convicted,Concluded,Convicted,DUI
429,14018211,,,,Felony,2015/09/16,2015/11/05,N,50,Convicted,Concluded,Convicted,Homicide
430,15017371,,,,Misdemeanor,2015/11/02,2015/11/05,N,3,Convicted,Concluded,Convicted,Domestic Violence
431,15020460,,,,Misdemeanor,2015/10/30,2015/11/05,N,6,Not Convicted,Not Concluded,Mistrial,Assault-Misdemean
432,14026719,,,,Misdemeanor,2015/11/06,2015/11/12,N,6,Not Convicted,Not Concluded,Mistrial,Hit and Run
433,15021524,,,,Misdemeanor,2015/11/09,2015/11/12,N,3,Convicted,Concluded,Convicted,Assault-Misdemean
434,15016702,,,,Felony,2015/11/12,2015/11/17,N,5,Convicted,Concluded,Convicted,Gun-Felony
435,14026774,,,,Felony,2015/11/12,2015/11/17,N,5,Not Convicted,Not Concluded,Mistrial,Narcotics
436,15022813,,,,Misdemeanor,2015/11/16,2015/11/17,N,1,Not Convicted,Concluded,Not Convicted,Vandalism
437,15011534,,,,Misdemeanor,2015/11/06,2015/11/17,N,11,Convicted,Concluded,Convicted,Evading
438,14026774,,,,Felony,2015/11/13,2015/11/17,N,4,Not Convicted,Not Concluded,Mistrial,Narcotics
439,15011794,,,,Misdemeanor,2015/11/13,2015/11/18,N,5,Not Convicted,Not Concluded,Mistrial,Threats
440,14019962,,,,Felony,2015/10/07,2015/11/19,N,43,Convicted,Concluded,Convicted,Robbery 2nd Degre
441,14027845,,,,Misdemeanor,2015/11/11,2015/11/19,N,8,Convicted,Concluded,Convicted,Assault-Misdemean
442,14019096,,,,Felony,2015/10/21,2015/11/20,N,30,Not Convicted,Concluded,Not Convicted,Homicide
443,15023480,,,,Misdemeanor,2015/11/20,2015/11/24,N,4,Convicted,Concluded,Convicted,Stay Away Violati
444,15018466,,,,Felony,2015/11/17,2015/11/25,N,8,Convicted,Concluded,Convicted,Assault-Felony
445,15003426,,,,Felony,2015/11/06,2015/12/01,N,25,Convicted,Concluded,Convicted,Stalking
446,2488154,,,,Misdemeanor,2015/11/19,2015/12/02,N,13,Convicted,Concluded,Convicted,Assault-Misdemean
447,14020944,,,,Misdemeanor,2015/12/01,2015/12/02,N,1,Convicted,Concluded,Convicted,DUI
448,14010580,,,,Misdemeanor,2015/11/30,2015/12/03,N,3,Convicted,Concluded,Convicted,DUI with Injury
449,15007694,,,,Felony,2015/11/30,2015/12/03,N,3,Convicted,Concluded,Convicted,Narcotics
450,15009009,,,,Felony,2015/11/27,2015/12/08,N,11,Convicted,Concluded,Convicted,Burglary-Resident
451,15019959,,,,Misdemeanor,2015/12/10,2015/12/11,N,1,Convicted,Concluded,Convicted,DUI
452,15007670,,,,Felony,2015/12/01,2015/12/14,N,13,Convicted,Concluded,Convicted,Attempted Homicid
453,13027839,,,,Misdemeanor,2015/12/09,2015/12/15,N,6,Convicted,Concluded,Convicted,DUI
454,14000861,,,,Misdemeanor,2015/12/10,2015/12/16,N,6,Convicted,Concluded,Convicted,Gun-Misdemeanor
455,2487001,,,,Misdemeanor,2015/12/10,2015/12/17,N,7,Convicted,Concluded,Convicted,DUI
456,15022000,,,,Misdemeanor,2015/12/15,2015/12/18,N,3,Not Convicted,Concluded,Not Convicted,Assault-Misdemean
457,15008286,,,,Misdemeanor,2015/12/11,2015/12/18,N,7,Convicted,Concluded,Convicted,DUI
458,15021589,,,,Misdemeanor,2015/12/16,2015/12/21,N,5,Not Convicted,Not Concluded,Mistrial,Theft- Non-Auto
459,15005066,,,,Misdemeanor,2015/12/17,2015/12/21,N,4,Convicted,Concluded,Convicted,DUI
460,15019328,,,,Felony,2015/12/15,2015/12/21,N,6,Convicted,Concluded,Convicted,Elder Abuse-Physi
461,12025703,,,,Felony,2015/12/01,2015/12/22,N,21,Convicted,Concluded,Convicted,Homicide
462,15021854,,,,Felony,2015/12/22,2015/12/31,N,9,Convicted,Concluded,Convicted,Assault-Felony
463,11024366,,,,Felony,2015/12/02,2016/01/05,N,34,Convicted,Concluded,Convicted,Homicide
464,15020085,,,,Misdemeanor,2015/12/31,2016/01/06,N,6,Convicted,Concluded,Convicted,DUI
465,13017048,,,,Felony,2015/11/13,2016/01/07,N,55,Convicted,Concluded,Convicted,Sexual Assault
466,12012261,,,,Felony,2015/11/18,2016/01/07,N,50,Convicted,Concluded,Convicted,Homicide
467,15026783,,,,Misdemeanor,2016/01/05,2016/01/07,N,2,Convicted,Concluded,Convicted,Assault-Misdemean
468,15020300,,,,Misdemeanor,2015/12/31,2016/01/07,N,7,Convicted,Concluded,Convicted,Hate Crime
469,15016688,,,,Misdemeanor,2016/01/11,2016/01/14,N,3,Convicted,Concluded,Convicted,Hit and Run
470,15025356,,,,Misdemeanor,2016/01/12,2016/01/14,N,2,Convicted,Concluded,Convicted,Assault-Misdemean
471,14007938,,,,Misdemeanor,2016/01/07,2016/01/15,N,8,Not Convicted,Not Concluded,Mistrial,Assault-Misdemean
472,15022913,,,,Felony,2016/01/12,2016/01/15,N,3,Convicted,Concluded,Convicted,Robbery 2nd Degre
473,15013110,,,,Felony,2015/12/18,2016/01/22,N,35,Not Convicted,Not Concluded,Mistrial,Attempted Homicid
474,15008783,,,,Misdemeanor,2016/01/19,2016/01/26,N,7,Convicted,Concluded,Convicted,DUI
475,2487045,,,,Misdemeanor,2016/01/19,2016/01/26,N,7,Convicted,Concluded,Convicted,DUI
476,15022672,,,,Misdemeanor,2016/01/20,2016/01/26,N,6,Convicted,Concluded,Convicted,DUI
477,10001512,10000675,,,Felony,2015/12/11,2016/01/28,N,48,Convicted,Concluded,Convicted,NA
478,13021266,,,,Felony,2016/01/05,2016/01/29,N,24,Convicted,Concluded,Convicted,Sexual Assault
479,15012590,,,,Misdemeanor,2016/01/29,2016/02/02,N,4,Not Convicted,Concluded,Not Convicted,DUI
480,2421870,,,,Felony,2015/12/08,2016/02/04,Y,58,Not Convicted,Not Concluded,Mistrial,NA
481,2421917,,,,Felony,2015/12/08,2016/02/04,Y,58,Not Convicted,Concluded,Not Convicted,NA
482,15017456,,,,Misdemeanor,2016/02/02,2016/02/05,N,3,Convicted,Concluded,Convicted,DUI
483,15020427,,,,Felony,2016/02/01,2016/02/05,N,4,Not Convicted,Not Concluded,Mistrial,Gun-Felony
484,2487141,,,,Misdemeanor,2016/02/02,2016/02/08,N,6,Convicted,Concluded,Convicted,DUI
485,15020705,,,,Felony,2016/02/03,2016/02/09,N,6,Not Convicted,Not Concluded,Mistrial,Assault-Felony
486,15022195,,,,Misdemeanor,2016/02/10,2016/02/11,N,1,Convicted,Concluded,Convicted,DUI
487,15017230,,,,Misdemeanor,2016/02/04,2016/02/12,N,8,Convicted,Concluded,Convicted,Vandalism
488,2122087,,,,Felony,2016/01/08,2016/02/16,N,39,Convicted,Concluded,Convicted,NA
489,14026771,,,,Misdemeanor,2016/01/28,2016/02/18,N,21,Convicted,Concluded,Convicted,NA
490,15009696,,,,Felony,2016/02/16,2016/02/18,N,2,Convicted,Concluded,Convicted,Narcotics
491,15017149,,,,Misdemeanor,2016/02/16,2016/02/19,N,3,Not Convicted,Concluded,Not Convicted,Other-Misdemeanor
492,15027295,,,,Misdemeanor,2016/02/18,2016/02/23,N,5,Convicted,Concluded,Convicted,Threats
493,15014960,,,,Misdemeanor,2016/02/17,2016/02/24,N,7,Convicted,Concluded,Convicted,DUI
494,14018081,,,,Felony,2016/02/03,2016/02/24,N,21,Convicted,Concluded,Convicted,Burglary-Resident
495,14011211,,,,Misdemeanor,2016/02/16,2016/02/24,N,8,Not Convicted,Concluded,Not Convicted,DUI
496,14011211,,,,Misdemeanor,2016/02/17,2016/02/24,N,7,Not Convicted,Concluded,Not Convicted,DUI
497,15020599,,,,Misdemeanor,2016/02/17,2016/02/24,N,7,Convicted,Concluded,Convicted,Assault-Misdemean
498,15001386,,,,Misdemeanor,2016/02/22,2016/02/25,N,3,Convicted,Concluded,Convicted,DUI
499,15025229,,,,Felony,2016/02/23,2016/02/29,N,6,Convicted,Concluded,Convicted,Narcotics
500,2484105,,,,Misdemeanor,2016/02/18,2016/03/01,N,12,Not Convicted,Not Concluded,Mistrial,Assault-Misdemean
