ID,Incident Number,Court Number,Arrest Date,Filed Case Type,List of Filed Charges,Crime Type,Crime Description,Type
69588,210128222,21002133,2021/02/26,Felony,",12022(b)(1),12022.1(b),211,245(A)4,",ROB2,Robbery 2nd Degre,New Filing
69589,210128084,21002132,2021/02/26,Felony,",12022.1(b),594(B)1,",VAN,Vandalism,New Filing
69590,210129292,21002144,2021/02/26,Misdemeanor,",166(A)4,",STAY,Stay Away Violati,New Filing
69591,Z20210226-21002118,21002118,2021/02/26,Misdemeanor,",594(B)1,594(b)(1),",VAN,Vandalism,New Filing
69592,210129850,21002164,2021/02/26,Felony,",12022.1(b),459,",BURA,Burglary-Auto,New Filing
69593,210130158,21002157,2021/02/26,Misdemeanor,",594(B)1,594(b)(1),",VAN,Vandalism,New Filing
69594,210129424,21002147,2021/02/26,Misdemeanor,",25400(a)(1),25400A1,",GUN,Gun-Misdemeanor,New Filing
69595,Z20210226-21002128,21002128,2021/02/26,Misdemeanor,",23152(A),23152(B),23578,",DUI,DUI,New Filing
69596,Z20210227-21002161,21002161,2021/02/26,Misdemeanor,",23152(A),23152(B),23578,",DUI,DUI,New Filing
69597,210129054,2525591,2021/02/26,Misdemeanor,",490.2(A),",THFT,Theft- Non-Auto,New Filing
69649,200299217,20005779,2021/02/26,MTR,",12022.1(b),459,463(A),463(a),496(A),496(a),",BURC,Burglary-Commerci,Motion to Revoke
69598,210130528,21002174,2021/02/27,Felony,",10851(a),459,466,594(B)1,594(b)(1),664/10851,",AUTO,Auto Theft,New Filing
69599,210137861,21002191,2021/02/27,Felony,",459,466,496(A),496(a),",BUR,Burglary,New Filing
69600,210131219,21002186,2021/02/27,Felony,",11351,11351.5,11378,12022.1(b),166(A)4,",DRUG,Narcotics,New Filing
69601,Z20210228-21002204,21002204,2021/02/27,Felony,",12022.1(b),148(A)1,25400A2,29825(B),29825(b),",GUN,Gun-Felony,New Filing
69602,210101002,21002192,2021/02/27,Felony,",12022.7(a),245(B),246.3(A),246.3(a),25400A1,25850(A),29800A1,",ASLT,Assault-Felony,New Filing
69603,210159057,21002180,2021/02/27,Felony,",11351.5,11352(A),11352(a),459,466,664/459,",BURR,Burglary-Resident,New Filing
69604,210132063,21002200,2021/02/27,Felony,",459,466,594(B)1,",BURR,Burglary-Resident,New Filing
69605,210122387,21002179,2021/02/27,Felony,",12022.1(b),12022.7(a),245(A)1,245(A)4,245(a)(4),",ASLT,Assault-Felony,New Filing
69606,210115536,21002189,2021/02/27,Felony,",459,",BURC,Burglary-Commerci,New Filing
69607,210131736,21002207,2021/02/27,Misdemeanor,",148(A)1,",148,Resist/Obstruct/D,New Filing
69608,210131316,21002193,2021/02/27,Felony,",487(A),496(A),496(a),",THFT,Theft-Non Auto,New Filing
69609,210110536,21002177,2021/02/27,Felony,",211,",ROBB,Robbery,New Filing
69610,210131297,21002208,2021/02/27,Felony,",12022.53(b),12022.53(c),12022.53(d),12022.7(a),182(A)1,20002(A),211,245(A)1,245(A)2,246,246.3(A),25400A2,25850(A),2800.2A,2800.3B,32310(A),484(A),484(a),664/187A,664/211,",ASLT,Assault-Felony,New Filing
69611,Z20210227-21002167,21002167,2021/02/27,Misdemeanor,",12500(A),12500(a),23152(A),23152(B),",DUI,DUI,New Filing
69612,Z20210227-21002170,21002170,2021/02/27,Misdemeanor,",23152(A),23152(B),23578,",DUI,DUI,New Filing
69613,Z20210227-21002188,21002188,2021/02/27,Misdemeanor,",23152(A),23152(B),23578,",DUI,DUI,New Filing
69614,210133249,21002228,2021/02/28,Misdemeanor,",243(E)1,",ASLT,Assault-Misdemean,New Filing
69615,210133130,21002224,2021/02/28,Felony,",11351,11378,",DRUG,Narcotics,New Filing
69616,210133130,21002226,2021/02/28,Felony,",11351,11378,12022.1(b),",DRUG,Narcotics,New Filing
69617,210133130,21002229,2021/02/28,Felony,",11351,11351.5,11378,12022.1(b),",DRUG,Narcotics,New Filing
69618,210133851,21002236,2021/02/28,Misdemeanor,",490.2(A),",THFT,Theft- Non-Auto,New Filing
69619,210134188,21002244,2021/02/28,Felony,",459,466,664/459,",BURR,Burglary-Resident,New Filing
69620,210134100,21002245,2021/02/28,Felony,",11377(A),11377(a),459,664/459,",BURR,Burglary-Resident,New Filing
69621,210132580,21002250,2021/02/28,Felony,",273(A)B,273a(b),594(b)(1),602.5(B),602.5(b),",VAN,Vandalism,New Filing
69622,Z20210309-02525643,2525643,2021/02/28,Misdemeanor,",23152(A),23152(B),23152(b),",DUI,DUI,New Filing
69623,210133873,2525600,2021/02/28,Misdemeanor,",490.2(A),",THFT,Theft- Non-Auto,New Filing
69624,210133873,2525636,2021/02/28,Misdemeanor,",490.2(A),490.2(a),",THFT,Theft- Non-Auto,New Filing
69625,210133710,2525648,2021/02/28,Misdemeanor,",242,245(A)4,245(a)(4),",ASLT,Assault-Misdemean,New Filing
69660,210134467,21002256,2021/03/01,Misdemeanor,",243(E)1,",ASLT,Assault-Misdemean,New Filing
69661,210135299,21002269,2021/03/01,Misdemeanor,",166(A)4,",STAY,Stay Away Violati,New Filing
69662,210134473,21002260,2021/03/01,Felony,",459,463(A),463(a),466,",BURC,Burglary-Commerci,New Filing
69663,210134774,21002282,2021/03/01,Felony,",211,487(A),487(a),",THFT,Theft-Non Auto,New Filing
69664,210134677,21002268,2021/03/01,Felony,",594(B)1,",VAN,Vandalism,New Filing
69665,210136087,21002281,2021/03/01,Felony,",12022.1(b),594(B)1,",VAN,Vandalism,New Filing
69666,210130669,21002277,2021/03/01,Felony,",10851(A),32310(A),32310(a),496D(A),",AUTO,Auto Theft,New Filing
69667,210124355,21002264,2021/03/01,Felony,",10851(A),496D(A),",AUTO,Auto Theft,New Filing
69668,210135653,2525639,2021/03/01,Misdemeanor,",490.2(A),",THFT,Theft- Non-Auto,New Filing
69669,210136187,21003829,2021/03/01,Felony,",12022.1(b),594(B)1,",VAN,Vandalism,New Filing
69670,210137881,21002310,2021/03/02,Felony,",11351,",DRUG,Narcotics,New Filing
69671,210136902,21002298,2021/03/02,Felony,",11370.1(A),12500(A),148.9(A),25400A1,25400A2,25850(A),25850(a),29800A1,",GUN,Gun-Felony,New Filing
69672,210137041,21002299,2021/03/02,Felony,",459,466,496(A),496(a),",BURR,Burglary-Resident,New Filing
69673,210130647,21002295,2021/03/02,Felony,",459,463(A),463(a),496(A),496(a),",BURC,Burglary-Commerci,New Filing
69674,Z20210302-21002300,21002300,2021/03/02,Felony,",550(A)1,550(B)1,",FRD,Fraud-Other,New Filing
69675,210138572,21002323,2021/03/02,Misdemeanor,",594(B)1,594(b)(1),",VAN,Vandalism,New Filing
69676,210137148,21002314,2021/03/02,Misdemeanor,",422,484(A),484(a),",THRE,Threats,New Filing
69677,210126856,21002363,2021/03/02,Felony,",211,490.2(A),",ROB2,Robbery 2nd Degre,New Filing
69678,210137687,2525928,2021/03/02,Misdemeanor,",192(C)2,",VH,Vehicular Homicid,New Filing
69679,210140806,21002342,2021/03/03,Felony,",11351,11351.5,11378,1203.07(a)(1),1203.073(b)(1),1203.073(b)(2),",DRUG,Narcotics,New Filing
69680,210135954,21002331,2021/03/03,Felony,",10851(A),496D(A),",AUTO,Auto Theft,New Filing
69681,210140862,21002343,2021/03/03,Felony,",12022.1(b),594(B)1,",VAN,Vandalism,New Filing
69682,210140856,21002344,2021/03/03,Felony,",166(C)1,166(c)(1),290.012(a),290012A,",290,290 Failure to Re,New Filing
69683,210140414,21002333,2021/03/03,Felony,",11351,11351.5,11378,",DRUG,Narcotics,New Filing
69684,210139752,21002334,2021/03/03,Felony,",496(A),",RECP,Receiving Stolen,New Filing
69685,210139235,21002328,2021/03/03,Misdemeanor,",148(A)1,166(C)1,166(c)(1),",STAY,Stay Away Violati,New Filing
69686,210140527,21002338,2021/03/03,Felony,",10851(A),12022(b)(1),245(A)1,245(C),245(c),2800.2A,422,459,466,496D(A),496D,496d(a),",ASLT,Assault-Felony,New Filing
69687,210140533,21002354,2021/03/03,Felony,",12022.1(b),240,242,422,",THRE,Threats,New Filing
69688,210138867,21002352,2021/03/03,Felony,",12022.1(b),459,487(A),487(a),496(A),496(a),",BURC,Burglary-Commerci,New Filing
69689,210141042,21002348,2021/03/03,Felony,",594(B)1,",VAN,Vandalism,New Filing
69690,210138776,21002322,2021/03/03,Misdemeanor,",23152(A),23152(B),23152(a),23538(b)(2),23578,",DUI,DUI,New Filing
69691,210140953,21002346,2021/03/03,Misdemeanor,",23152(A),23152(B),23538(b)(2),23578,",DUI,DUI,New Filing
70086,200521090,20009469,2021/03/03,MTR,",243(D),243(d),245(A)1,245(a)(1),417(A)1,417(a)(1),",ASLT,Assault-Felony,Motion to Revoke
69692,210142517,21002376,2021/03/04,Felony,",11351,12022.1(b),166(A)4,",DRUG,Narcotics,New Filing
69693,210143060,21002387,2021/03/04,Misdemeanor,",166(A)4,594(B)1,594(b)(1),594B2A,",VAN,Vandalism,New Filing
69694,210141268,21002377,2021/03/04,Felony,",25400A1,29800A1,30605(A),",GUN,Gun-Felony,New Filing
69695,210142103,21002373,2021/03/04,Felony,",10851(A),12022.1(b),496(A),496(a),496D(A),",BURA,Burglary-Auto,New Filing
69696,210142642,21002380,2021/03/04,Misdemeanor,",166(A)4,490.2(A),490.2(a),",STAY,Stay Away Violati,New Filing
69697,210143076,21002384,2021/03/04,Felony,",11351,11351.5,11378,1203.07(a)(1),1203.073(b)(1),32,",DRUG,Narcotics,New Filing
69698,210441393,21002374,2021/03/04,Felony,",10851(a),11377(a),12022.1(b),14601.1(a),459,466,496d(a),594(b)(1),",BURA,Burglary-Auto,New Filing
69699,210141274,21002361,2021/03/04,Felony,",459,",BUR,Burglary,New Filing
69700,210092138,21002382,2021/03/04,Felony,",25400A1,25850(A),29800A1,29815(A),29825(A),29900A1,30305A1,30605(A),32625(A),",GUN,Gun-Felony,New Filing
69701,Z20210305-21002390,21002390,2021/03/04,Misdemeanor,",12500(A),23152(A),23152(B),23578,",DUI,DUI,New Filing
69702,210143195,2525695,2021/03/04,Misdemeanor,",14601.2(A),14601.2(a),23152(A),23152(B),23152(b),23578,",DUI,DUI,New Filing
69703,Z20210304-21002362,21002362,2021/03/04,Misdemeanor,",23152(A),23152(B),23538(b)(2),23578,",DUI,DUI,New Filing
69704,Z20210304-02525586,2525586,2021/03/04,Misdemeanor,",243(E)1,",CNV,Conversion,New Filing
69705,Z20210304-02525584,2525584,2021/03/04,Felony,",23152(A),",CNV,Conversion,New Filing
69706,Z20210304-02525583,2525583,2021/03/04,Felony,",273.5(A),",CNV,Conversion,New Filing
69707,Z20210304-02525585,2525585,2021/03/04,Felony,",23152(A),",CNV,Conversion,New Filing
69708,Z20210304-02525582,2525582,2021/03/04,Felony,",10851(A),2800.2,",CNV,Conversion,New Filing
69709,Z20210304-02525581,2525581,2021/03/04,Felony,",10851(A),2800.2,",CNV,Conversion,New Filing
69710,Z20210327-02525924,2525924,2021/03/04,Felony,",12022.1(b),25400(a)(1),25400A1,2800.2A,29800A1,",GUN,Gun-Felony,New Filing
70088,200769585,20013550,2021/03/04,MTR,",10851(A),12022.1(b),2800(a),2800A,496D(A),",AUTO,Auto Theft,Motion to Revoke
69711,210143656,21002406,2021/03/05,Felony,",12022.1(b),459,466,487(A),487(a),664/459,",BURR,Burglary-Resident,New Filing
69712,210143656,21002405,2021/03/05,Felony,",664/459,",BURR,Burglary-Resident,New Filing
69713,210145157,21002423,2021/03/05,Misdemeanor,",166(A)4,",STAY,Stay Away Violati,New Filing
69714,210144698,21002424,2021/03/05,Misdemeanor,",242,",ASLT,Assault-Misdemean,New Filing
69715,210144018,21002410,2021/03/05,Felony,",487(A),496(A),",THFT,Theft-Non Auto,New Filing
69716,210114447,21002403,2021/03/05,Felony,",12022(b)(1),1203.065(a),136.1C1,211,286(C)2A,289(A)1A,417.4,422,459,667.5(c)(21),667.61(d)(4),667.61(e)(2),667.61(e)(3),",SAA,Sexual Assault,New Filing
69717,210141531,21002393,2021/03/05,Felony,",10851(A),496D(A),",AUTO,Auto Theft,New Filing
69718,210116067,21002426,2021/03/05,Felony,",12022.1(b),459,487(A),",BURC,Burglary-Commerci,New Filing
69719,Z20210309-02525644,2525644,2021/03/05,Misdemeanor,",23152(A),23152(B),",DUI,DUI,New Filing
69720,210144212,21002500,2021/03/05,Felony,",148(A)1,245(A)1,245(C),417(A)1,451(B),453(A),69(A),",ARS,Arson,New Filing
69721,210145000,21002422,2021/03/05,Felony,",10851(A),11377(A),12022.1(b),148(A)1,496D(A),496d(a),",AUTO,Auto Theft,New Filing
69722,Z20210305-21002427,21002427,2021/03/05,Misdemeanor,",23152(A),23152(B),",DUI,DUI,New Filing
69723,210144397,2525729,2021/03/05,Misdemeanor,",242,",ASLT,Assault-Misdemean,New Filing
69724,210146046,21002448,2021/03/06,Misdemeanor,",166(A)4,166(a)(4),594(B)1,",VAN,Vandalism,New Filing
69725,210145709,21002437,2021/03/06,Misdemeanor,",166(C)1,166(c)(1),",STAY,Stay Away Violati,New Filing
69726,210146763,21002453,2021/03/06,Misdemeanor,",243(E)1,",ASLT,Assault-Misdemean,New Filing
69727,210147307,21002462,2021/03/06,Misdemeanor,",245(A)4,245(a)(4),",ASLT,Assault-Misdemean,New Filing
69728,210146741,21002456,2021/03/06,Felony,",215(A),664/10851,",CJAC,Carjacking,New Filing
69729,210145787,21002442,2021/03/06,Felony,",594(B)1,594(b)(1),",VAN,Vandalism,New Filing
69730,Z20210306-21002451,21002451,2021/03/06,Felony,",1203.065(a),1203.066(a)(7),288(A),288(C)1,288(a),288(c)(1),288.7(B),664/288.7,667.61(e)(4),",CSA,Child Sexual Abus,New Filing
69731,210140981,21002454,2021/03/06,Felony,",1192.7(c)(8),246,246.3(A),25400A2,25850(A),29800A1,",GUN,Gun-Felony,New Filing
69732,210147103,21002461,2021/03/06,Felony,",10851(A),496D(A),",AUTO,Auto Theft,New Filing
69733,210156182,21002570,2021/03/06,Misdemeanor,",4600(A),",OTHM,Other-Misdemeanor,New Filing
69734,Z20210306-21002435,21002435,2021/03/06,Misdemeanor,",23152(A),23152(B),23578,",DUI,DUI,New Filing
69735,210000311,21002438,2021/03/06,Misdemeanor,",23152(A),23152(B),23578,",DUI,DUI,New Filing
69736,Z20210505-02526319,2526319,2021/03/06,Misdemeanor,",23152(A),23152(B),23152(b),23578,",DUI,DUI,New Filing
69737,210148781,21002480,2021/03/07,Misdemeanor,",243.4(e)(1),243.4E1,",SAA,Sexual Assault,New Filing
69738,210147385,21002463,2021/03/07,Felony,",459,496(A),496(a),",BURC,Burglary-Commerci,New Filing
69739,210141218,21002485,2021/03/07,Felony,",459,487(A),490.2(A),667.5(c)(21),",BURR,Burglary-Resident,New Filing
69740,210149018,21002484,2021/03/07,Misdemeanor,",23152(A),23152(B),23538(b)(2),23578,",DUI,DUI,New Filing
69741,210147799,21002478,2021/03/07,Felony,",12022.1(b),459,463(A),466,496(A),",BURC,Burglary-Commerci,New Filing
69742,Z20210307-21002464,21002464,2021/03/07,Misdemeanor,",23152(A),23152(B),23538(b)(2),23578,",DUI,DUI,New Filing
69743,Z20210307-21002468,21002468,2021/03/07,Misdemeanor,",12500(A),12500(a),23152(A),23152(B),23578,",DUI,DUI,New Filing
69744,210148991,2525706,2021/03/07,Misdemeanor,",594B2A,",VAN,Vandalism,New Filing
69745,Z20210308-21002486,21002486,2021/03/07,Misdemeanor,",14601.1(A),14601.1(a),23152(A),23152(B),",DUI,DUI,New Filing
69746,210150902,21002519,2021/03/08,Misdemeanor,",490.2(A),",THFT,Theft- Non-Auto,New Filing
69747,210150269,21002520,2021/03/08,Felony,",148(A)1,243(B),245(A)1,69(A),",ASLT,Assault-Felony,New Filing
69748,210069165,21002488,2021/03/08,Felony,",10851(A),215(A),368(C),459,466,496(A),496D(A),667.5(c)(21),",CJAC,Carjacking,New Filing
69749,210150435,21002513,2021/03/08,Felony,",220(A)1,236,243.4E1,664/211,",ROBB,Robbery,New Filing
69750,Z20210308-21002504,21002504,2021/03/08,Misdemeanor,",25400(a)(1),25400A1,25850(A),25850(a),32310(A),32310(a),",GUN,Gun-Misdemeanor,New Filing
69751,219933521,21002503,2021/03/08,Misdemeanor,",25400(a)(3),25400A3,25850(a),25850A,32310(A),32310(a),",GUN,Gun-Misdemeanor,New Filing
69752,210149494,2525749,2021/03/08,Misdemeanor,",20002(A),",HIT,Hit and Run,New Filing
69753,210095295,21002531,2021/03/09,Felony,",10851(A),14601.1(A),4463(A),496D(A),",AUTO,Auto Theft,New Filing
69754,210151687,21002523,2021/03/09,Felony,",29800A1,",GUN,Gun-Felony,New Filing
69755,210151665,21002522,2021/03/09,Misdemeanor,",242,245(a)(4),",ASLT,Assault-Misdemean,New Filing
70076,150745392,15019158,2021/03/09,MTR,",11351.5,32,",DRUG,Narcotics,Motion to Revoke
70079,190670225,19011519,2021/03/09,MTR,",459,496(A),496(a),",BURR,Burglary-Resident,Motion to Revoke
69756,210155247,21002554,2021/03/10,Misdemeanor,",273.6(A),",STAY,Stay Away Violati,New Filing
69757,210154039,21002541,2021/03/10,Misdemeanor,",273.6(a),273.6A,",STAY,Stay Away Violati,New Filing
69758,210155560,21002556,2021/03/10,Felony,",459,496(A),496(a),",BURA,Burglary-Auto,New Filing
69759,210154001,21002544,2021/03/10,Felony,",459,594B2A,664/459,667.5(c)(21),",BURR,Burglary-Resident,New Filing
69760,210154631,21002549,2021/03/10,Felony,",148(a)(1),148A(1),25400A1,25850(A),32625(A),466,496(A),",GUN,Gun-Felony,New Filing
69761,210154631,21002552,2021/03/10,Felony,",12022.1(b),148(A)1,148(a)(1),25400A1,25850(A),29800A1,32625(A),466,496(A),",GUN,Gun-Felony,New Filing
69762,210154631,21002551,2021/03/10,Felony,",148(A)1,148(a)(1),25400A1,25850(A),29800A1,32625(A),466,496(A),",GUN,Gun-Felony,New Filing
69763,210154948,21002548,2021/03/10,Misdemeanor,",594(B)1,594(b)(1),",VAN,Vandalism,New Filing
69764,210155253,21002555,2021/03/10,Misdemeanor,",23152(A),23152(B),23152(b),23538(b)(2),23578,",DUI,DUI,New Filing
69765,Z20210310-21002538,21002538,2021/03/10,Misdemeanor,",23152(A),23152(B),23538(b)(2),23578,",DUI,DUI,New Filing
69766,210154954,2525847,2021/03/10,Misdemeanor,",23152(A),23152(B),23152(b),23538(b)(2),23578,",DUI,DUI,New Filing
69767,210154164,2525769,2021/03/10,Misdemeanor,",490.2(A),490.2(a),",THFT,Theft- Non-Auto,New Filing
70084,200101006,20005702,2021/03/10,MTR,",459,484E(D),484e(d),496(A),496(a),530.5C1,",BURR,Burglary-Resident,Motion to Revoke
69768,210157447,21002589,2021/03/11,Felony,",459,466,487(A),496(A),496(a),",BURR,Burglary-Resident,New Filing
69769,210149513,21002581,2021/03/11,Felony,",10851(A),12500(A),12500(a),496(A),",AUTO,Auto Theft,New Filing
69770,210157209,21002592,2021/03/11,Felony,",245(A)4,245(a)(4),",ASLT,Assault-Felony,New Filing
69771,210156308,21002572,2021/03/11,Misdemeanor,",14601.1(A),20002(A),",HIT,Hit and Run,New Filing
69772,210157823,21002593,2021/03/11,Felony,",11351,11351.5,11352(A),11352(a),11370.1(A),148(A)1,25400(a)(2),25400A2,25850(A),29800A1,",GUN,Gun-Felony,New Filing
69773,210155764,21002561,2021/03/11,Felony,",11377(a),470(A),",FRD,Fraud-Other,New Filing
69774,210156295,21002571,2021/03/11,Felony,",11351,11351.5,11378,12022.1(b),",DRUG,Narcotics,New Filing
69775,210155918,21002566,2021/03/11,Felony,",11351,11351.5,11378,1203.07(a)(1),",DRUG,Narcotics,New Filing
69776,210156007,21002569,2021/03/11,Felony,",10852,11364(A),459,496(A),",AUTO,Auto Theft,New Filing
69777,210155770,21002562,2021/03/11,Misdemeanor,",11364(A),496D(A),496d(a),",AUTO,Auto Theft,New Filing
69778,210157077,21002583,2021/03/11,Felony,",211,245(A)4,245(a)(4),",ROB2,Robbery 2nd Degre,New Filing
69779,210000331,21002565,2021/03/11,Misdemeanor,",20002(a),20002A,23152(A),23152(B),23578,",DUI,DUI,New Filing
69780,210156433,2525874,2021/03/11,Misdemeanor,",245(a)(4),245A4,368(b)(1),368B1,",EAP,Elder Abuse-Physi,New Filing
69781,Z20210311-02525698,2525698,2021/03/11,Felony,",2800.2A,",CNV,Conversion,New Filing
69782,Z20210311-02525701,2525701,2021/03/11,Felony,",261.5(C),",CNV,Conversion,New Filing
69783,Z20210311-02525699,2525699,2021/03/11,Felony,",487(A),",CNV,Conversion,New Filing
69784,210157061,2525861,2021/03/11,Misdemeanor,",148.3(A),",OTHM,Other-Misdemeanor,New Filing
69785,Z20210311-02525700,2525700,2021/03/11,Felony,",10851(A),",CNV,Conversion,New Filing
69786,Z20210311-02525702,2525702,2021/03/11,Felony,",10851(A),2800.2,",CNV,Conversion,New Filing
69787,Z20210311-02525703,2525703,2021/03/11,Felony,",11351,11352(A),11550(A),14601.1(A),",CNV,Conversion,New Filing
69788,210158025,21002594,2021/03/12,Felony,",12022.1(b),594(B)1,",VAN,Vandalism,New Filing
69789,210158520,21002604,2021/03/12,Misdemeanor,",148(A)1,166(A)1,602.1(A),",TRES,Trespass,New Filing
69790,210000334,21002596,2021/03/12,Felony,",10851(A),148.9(a),148.9A,23152(G),466,496D(A),",AUTO,Auto Theft,New Filing
69791,210158586,21002600,2021/03/12,Felony,",11351,11351.5,11378,182(A)1,",DRUG,Narcotics,New Filing
69792,210158586,21002602,2021/03/12,Felony,",11351,11351.5,11378,182(A)1,",DRUG,Narcotics,New Filing
69793,210160103,21002653,2021/03/12,Felony,",21510(B),597(A),",ANC,Animal Cruelty,New Filing
69794,210060058,21002617,2021/03/12,Felony,",11351,11351.5,11378,1203.07(a)(1),1203.073(b)(1),1203.073(b)(2),",DRUG,Narcotics,New Filing
69795,210712360,21002607,2021/03/12,Felony,",25400(a)(2),25400A2,25850(A),25850(a),",GUN,Gun-Felony,New Filing
69796,210158257,21002644,2021/03/12,Felony,",11351,11351.5,11378,",DRUG,Narcotics,New Filing
69797,210159352,21002615,2021/03/12,Felony,",12022.1(b),148(A)1,182(A)1,20002(A),23103(A),459,466,496(A),",BURA,Burglary-Auto,New Filing
69798,210159352,21002612,2021/03/12,Felony,",148(A)1,182(A)1,459,466,496(A),",BURA,Burglary-Auto,New Filing
69799,210159716,21002616,2021/03/12,Felony,",459,594(B)1,594(b)(1),",BURR,Burglary-Resident,New Filing
69800,210159857,21002632,2021/03/12,Felony,",11370.1(A),25400(a)(2),25400A2,25850(a),25850A,476,487(A),",GUN,Gun-Felony,New Filing
69801,210157588,21002620,2021/03/12,Felony,",459,487(A),490.2(a),490.2A,",THFT,Theft-Non Auto,New Filing
69802,210058445,21002599,2021/03/12,Misdemeanor,",242,490.2(A),490.2(a),",ASLT,Assault-Misdemean,New Filing
69803,210160105,21002618,2021/03/12,Felony,",459,667.5(c)(21),",BURR,Burglary-Resident,New Filing
69804,210087173,21002609,2021/03/12,Felony,",451(D),453(A),",ARS,Arson,New Filing
69805,210000342,21002619,2021/03/12,Misdemeanor,",23152(A),23152(B),",DUI,DUI,New Filing
69806,210000343,21002623,2021/03/12,Misdemeanor,",12500(a),12500A,23152(A),23152(B),23578,",DUI,DUI,New Filing
69807,210160387,21002633,2021/03/13,Felony,",12022(a)(1),459,496(A),496(a),667.5(c)(21),",BURR,Burglary-Resident,New Filing
69808,Z20210313-21002652,21002652,2021/03/13,Misdemeanor,",594(B)1,594(b)(1),",VAN,Vandalism,New Filing
69809,210161892,21002663,2021/03/13,Misdemeanor,",20002(A),20002(a),",HIT,Hit and Run,New Filing
69810,210161335,21002654,2021/03/13,Misdemeanor,",11364(A),148(A)1,242,245(A)4,422.6(A),422.75(a),",ASLT,Assault-Misdemean,New Filing
69811,210160343,21002634,2021/03/13,Felony,",459,",BURR,Burglary-Resident,New Filing
69812,210161733,21002660,2021/03/13,Misdemeanor,",245(C),245(c),417.25(a),417.25A,",ASLT,Assault-Misdemean,New Filing
69813,Z20210313-21002650,21002650,2021/03/13,Felony,",11351,11351.5,11378,12022.1(b),166(A)4,",DRUG,Narcotics,New Filing
69814,210160359,21002629,2021/03/13,Felony,",12022.1(b),459,463(A),496(A),496(a),",BURC,Burglary-Commerci,New Filing
69815,210000346,21002630,2021/03/13,Misdemeanor,",23152(A),23152(B),",DUI,DUI,New Filing
69816,210160393,21002631,2021/03/13,Misdemeanor,",23152(A),23152(B),",DUI,DUI,New Filing
69817,Z20210313-21002624,21002624,2021/03/13,Misdemeanor,",23152(A),23152(B),23538(b)(2),23578,",DUI,DUI,New Filing
69818,Z20210314-21002664,21002664,2021/03/13,Misdemeanor,",23152(A),23152(B),23538(b)(2),23578,",DUI,DUI,New Filing
69819,210161971,2525801,2021/03/13,Misdemeanor,",25400(a)(1),25400A1,25850(A),25850(a),",GUN,Gun-Misdemeanor,New Filing
69820,210163284,21002697,2021/03/14,Felony,",11351,11351.5,11378,1203.07(a)(1),1203.073(b)(2),",DRUG,Narcotics,New Filing
69821,210163284,21002698,2021/03/14,Felony,",11351,11351.5,11378,1203.07(a)(1),1203.073(b)(2),",DRUG,Narcotics,New Filing
69822,210158188,21002678,2021/03/14,Felony,",10851(A),12022.1(b),466,496D(A),",AUTO,Auto Theft,New Filing
69823,210163096,21002703,2021/03/14,Felony,",11378,",DRUG,Narcotics,New Filing
69824,210163353,21002701,2021/03/14,Felony,",11351,11378,",DRUG,Narcotics,New Filing
69825,210163353,21002702,2021/03/14,Felony,",11351,11378,12022.1(b),",DRUG,Narcotics,New Filing
69826,210162474,21002680,2021/03/14,Felony,",594(B)1,594.2(A),",VAN,Vandalism,New Filing
69827,210049311,21002692,2021/03/14,Felony,",12022(b)(1),12022.7(a),211,243(D),245(A)1,",ROB2,Robbery 2nd Degre,New Filing
69828,210163717,21002706,2021/03/14,Felony,",12022(b)(1),236,245(A)1,245(A)4,245(a)(1),245(a)(4),417(A)1,",ASLT,Assault-Felony,New Filing
69829,210163892,21002707,2021/03/14,Felony,",11364(A),11377(A),12022.1(b),12022.1,21310,",WEA,Weapons-Non-Gun,New Filing
69830,210163115,21002696,2021/03/14,Felony,",11351,11378,1203.07(a)(1),415,",DRUG,Narcotics,New Filing
69831,210163820,21002713,2021/03/14,Felony,",11378,12022.1(b),",DRUG,Narcotics,New Filing
69832,210162521,21002685,2021/03/14,Misdemeanor,",243(E)1,",ASLT,Assault-Misdemean,New Filing
69833,210162747,21002688,2021/03/14,Felony,",25400A2,25850(A),29800A1,30305A1,",GUN,Gun-Felony,New Filing
69834,210148208,21002704,2021/03/14,Felony,",120295,182(A)1,211,243.3,245.2,644211,664/211,",ASLT,Assault-Felony,New Filing
69835,210163046,21002711,2021/03/14,Felony,",148(A)1,182(A)1,25850(a),25850A,459,466,484(A),484(a),487(A),487(a),496(A),496(a),",BURA,Burglary-Auto,New Filing
69836,210162753,21002686,2021/03/14,Felony,",451(B),451(D),451(d),453(A),",ARS,Arson,New Filing
69837,210163046,21002710,2021/03/14,Felony,",148(A)1,25850(a),25850A,459,466,484(A),484(a),487(A),487(a),496(A),496(a),",BURA,Burglary-Auto,New Filing
69838,210162355,21002672,2021/03/14,Felony,",12022.7(a),243(D),245(A)4,422,",ASLT,Assault-Felony,New Filing
69839,210163325,21002705,2021/03/14,Felony,",11351,11351.5,12022.1(b),1203.07(a)(1),166(A)4,",DRUG,Narcotics,New Filing
69840,210163074,21002694,2021/03/14,Felony,",11351,11378,12022.1(b),166(A)4,",DRUG,Narcotics,New Filing
69841,Z20210314-21002677,21002677,2021/03/14,Misdemeanor,",23152(A),23152(B),23578,",DUI,DUI,New Filing
69842,210164088,21002709,2021/03/14,Misdemeanor,",23152(A),23152(B),23152(b),23538(b)(2),23578,",DUI,DUI,New Filing
